name,gender,job,house,patronus,species,blood_status,loyalty,skills,birth,death,source,incantation,type,effect,characteristics,alias_names,titles,category,hand,light,difficulty,inventors,ingredients,side_effects,time,title
Elixir of Life,,,,,,,,,,,master,,,Immortality,,,,,,,,Nicolas Flamel (by inventing the Philosopher's Stone),,Drinker became dependent upon advanced age,,
Deflating Draught,,,,,,,,,,,master,,,Deflated the target,Green in colour,,,,,,Ordinary Wizarding Level,,,,,
Garrotting Gas,,,,,,,,,,,master,,,"Causes choking, possibly suffocation",Colourless,,,,,,Advanced,,,,,
Maxima Potion,,,,,,,,,,,master,,,Temporarily increased the spell power of the drinker,Red in colour,,,,,,,,"Leech juice, 1 spider fang",,,
Moonseed Poison,,,,,,,,,,,master,,,Poisonous,Silver in colour,,,,,,,,Moonseed,,,
Love Potion Antidote,,,,,,,,,,,master,,,Served as an antidote for love potions,"Clear, colourless",,,,,,,,"Liquorice roots, Castor oil, Extract of Gurdyroot",,,
Mrs Skower's All-Purpose Magical Mess Remover,,,,,,,,,,,master,,,Cleans stains,Strong acrid odour,,,,,,,Mrs Skower (presumably) (after 1492),,,,
Murtlap Essence,,,,,,,,,,,master,,,Soothes and heals cuts and abrasions,Blue in colour,,,,,,,,Murtlap tentacles,,,
Hardening Charm,,,,,,,,,,,master,Duro(DYOO-roh),,Turned objects to stone,,,,"Charm, Transfiguration",,,,,,,,
Human-presence-revealing Spell,,,,,,,,,,,master,Homenum Revelio(hoh-MUN-num reh-VEH-lee-oh),,Revealed human presence,,,,Charm,,,,,,,,
Burning Bitterroot Balm,,,,,,,,,,,master,,,Soothing,Blue-coloured,,,,,,,,Bitter root,,,
Pomfrey's Pick-Me-Up,,,,,,,,,,,master,,,"A restorative, tonic or bracer",Emerald-green colour,,,,,,,Poppy Pomfrey (most likely),,,,
Gregory's Unctuous Unction,,,,,,,,,,,master,,,Made the drinker think the one who gave them the potion was their best friend,Green in colour,,,,,,,Gregory the Smarmy,,,,
Potion № 07,,,,,,,,,,,master,,,Poisonous,Experimental mixture (possibly),,,,,,,,"Powdered Lionfish, Essence of Venomous Tentacula",,,
Potion № 113,,,,,,,,,,,master,,,Extremely Poisonous,"Experimental mixture (possibly), Brown in colour",,,,,,,,"Jobberknoll feathers, Syrup of Arnica",,,
Potion № 86,,,,,,,,,,,master,,,Poisonous,Black in colour,,,,,,,,"Powdered moonstone, Syrup of Hellebore",,,
Fungiface Potion,,,,,,,,,,,master,,,Causes the drinker's face to break out in fungi,Red in colour,,,,,,,,Fungi (presumably),,,
Star Grass Salve,,,,,,,,,,,master,,,Healing; soothing injuries,Greenish substance,,,,,,,,Star Grass,,,
Hurling Hex,,,,,,,,,,,master,,,Causes a broomstick to attempt to hurl its rider off,,,,Hex,Point wand,,,,,,,
Fergus Fungal Budge,,,,,,,,,,,master,,,"Treated ringworm, fungicide",,,,,,,,,"Onion juice, Jewelweed, Neem oil",Potential negative side effects if used by house-elves,,
Potion of Invisibility,,,,,,,,,,,master,,,Temporary invisibility,Pink in colour,,,,,,,,"Pearl Dust, Acromantula venom, Tincture of Demiguise",,,
Exploding Potion,,,,,,,,,,,master,,,Volatile mixture,Acid-green or blue in colour,,,,,,,,"An ice pop, A red spider, Flowers",,,
Everlasting Elixirs,,,,,,,,,,,master,,,Permanent magical effects,Blue in colour,,,,,,Advanced,,,,,
Illegibilus,,,,,,,,,,,master,Illegibilus(i-LEDJ-i-bull-is),,Makes text illegible,,,,Charm,,,,,,,,
Green Sparks,,,,,,,,,,,master,,,Jet of green sparks,,,,Charm,,Green,,,,,,
Emerald Potion,,,,,,,,,,,master,,,"Induced extreme fear, delirium, intense stomach pain and thirst in the drinker","Emerald green in colour, Glows phosphorescently",,,,,,,Lord Voldemort (quite possibly),,,,
Screaming Potion,,,,,,,,,,,master,,,Induced screaming,,,,,,,,"William Weasley (possibly), Jacob's sibling (possibly)",Spine of Lionfish,,,
Hover Charm,,,,,,,,,,,master,,,Made objects hover,,,,Charm,,Pink,,,,,,
Elixir 7,,,,,,,,,,,master,,,,Deep brown in colour,,,,,,,,Alcohol,Unknown side effects from more than five drops,,
Stamina Potion,,,,,,,,,,,master,,,Boosted stamina,,,,,,,,"William Weasley (possibly), Jacob's sibling (possibly)",Spine of Lionfish,,,
Edurus Potion,,,,,,,,,,,master,,,Gave the drinker rocky skin,Gold in colour,,,,,,,,"1 batch of Ashwinder eggs, 1 piece of mongrel fur",,,
Combat Bolt,,,,,,,,,,,master,,,Offensive spell; injured the target,,,,Spell,,Blue,,,,,,
Ferret to human spell,,,,,,,,,,,master,,,Changes ferrets into humans,,,,Transfiguration,Point wand at target,,,,,,,
Bruise removal paste,,,,,,,,,,,master,,,Healed bruises in an hour,"Thick, yellow paste",,,,,,,Fred and George Weasley,,,,
Protego Diabolica,,,,,,,,,,,master,Protego Diabolica(proh-TAY-goh dia-BOHL-i-cuh),,Encircling the caster with a protective ring of black fire that incinerated enemies and left allies unharmed,,,,Dark charm,,,,,,,,
Projectile Jinx,,,,,,,,,,,master,Waddiwasi(wah-deh-WAH-see),,Propelled wad at the target,,,,Jinx,,,,,,,,
Cushioning Charm,,,,,,,,,,,master,Molliare(mul-lee-AR-ray),,Placed a cushioning effect on an object,,,,Charm,,,,,,,,
Silencing Charm,,,,,,,,,,,master,Silencio(si-LEN-see-oh),,Silenced target,,,,Charm,,,,,,,,
Basic Cast,,,,,,,,,,,master,,,Caused damage or harm to targets,,,,Spell,,Red,,,,,,
Placement Charm,,,,,,,,,,,master,,,Placed object on target,,,,Charm,,Blue,,,,,,
Sliding Spell,,,,,,,,,,,master,Glisseo(glis-EH-oh),,Turned stairs into a slide,,,,Transfiguration,,,,,,,,
Bandaging Charm,,,,,,,,,,,master,Ferula(fer-ROOL-lah),,Bandaged target,,,,"Healing spell, Charm, Conjuration",,,,,,,,
Babbling Curse,,,,,,,,,,,master,,,Uncontrollable babbling,,,,Curse,,Yellow,,,,,,
Sonorous Charm,,,,,,,,,,,master,,,Emitted a magnified roar from the tip of the wand,,,,Charm,,Orange,,,,,,
Pepper Breath,,,,,,,,,,,master,,,Inflicts fiery hot breath,,,,Hex,,Orange,,,,,,
Papyrus Reparo,,,,,,,,,,,master,Papyrus Reparo(puh-PIE-rus reh-PAH-roh),,Mends torn paper,,,,Charm,,,,,,,,
Pain extraction spell,,,,,,,,,,,master,,,"Removed pain from the target, Could empower those who absorbed it",,,,Healing spell,,Blue,,,,,,
Pack Charm,,,,,,,,,,,master,Pack,,Packed luggage into trunk,,,,Charm,,,,,,,,
Summoning Charm,,,,,,,,,,,master,Accio(AH-kee-oh),,Summoned an object,,,,Charm,,,,,,,,
Switching Spell,,,,,,,,,,,master,,,Switches two objects,,,,Transfiguration,,White,,,,,,
Shooting spell,,,,,,,,,,,master,,,Small explosion with a gunshot-sound,,,,Spell,Point wand at target,,,,,,,
Blue Sparks,,,,,,,,,,,master,,,Jet of blue sparks,,,,Charm,,Blue,,,,,,
Blood-Replenishing Potion,,,,,,,,,,,master,,,Replenished lost blood,Dark red in colour,,,,,,,,"Standard potioning water, Powdered unicorn horn, Stewed Mandrake",,,
Homing spell,,,,,,,,,,,master,,,Offensive spells that caused damage; would follow their target,,,,Dark charm,,Orange or green,,,,,,
Refilling Charm,,,,,,,,,,,master,,,Refills beverage containers,,,,Charm,Point wand at target,,,,,,,
Colour Change Charm,,,,,,,,,,,master,Colovaria(co-loh-VA-ree-ah),,Changes colour of target,,,,Charm,,,,,,,,
Circumrota,,,,,,,,,,,master,Circumrota(SIR-cum-roh-tuh),,Rotated an object,,,,Charm,,,,,,,,
Pus Squirting Hex,,,,,,,,,,,master,,,Caused yellowish pus to squirt from one's nose,,,,Hex,,Yellow,,,,,,
Purple Firecrackers,,,,,,,,,,,master,,,Exploding firecrackers,,,,Charm,,Purple,,,,,,
Cascading Jinx,,,,,,,,,,,master,,,Attacks multiple enemies,,,,Jinx,,Blue,,,,,,
Bridge-conjuring spell,,,,,,,,,,,master,,,Conjures bridges,,,,Conjuration,Wave wand,,,,,,,
Reverte,,,,,,,,,,,master,Reverte(ree-VUHR-tay),,Returned objects to their original positions or states,,,,Charm,,,,,,,,
Conjunctivitis Curse,,,,,,,,,,,master,,,Irritated eyes,,,,Curse,,None or purple,,,,,,
Cornflake Skin Jinx,,,,,,,,,,,master,,,Made skin appear like cornflakes,,,,Jinx,,Yellow,,,,,,
Rowboat spell,,,,,,,,,,,master,,,Caused a rowboat to propel itself,,,,Charm,Tap twice on boat with wand,,,,,,,
Sauce-creating spell,,,,,,,,,,,master,,,Conjured sauce,,,,Conjuration,Wave wand around,,,,,,,
Scouring Charm,,,,,,,,,,,master,Scourgify(SKUR-ji-fy),,"Cleaned objects, Caused human mouths to fill with soap",,,,Charm,,,,,,,,
Cruciatus Curse,,,,,,,,,,,master,Crucio (KROO-see-oh),,"Excruciating physical pain, insanity if victim was subjected for too long",,,,Curse,,,,,,,,
Bombardment Spell,,,,,,,,,,,master,Bombarda(bom-BAR-da),,Small explosion,,,,Charm,,,,,,,,
Apparition/Disapparition,,,,,,,,,,,master,,,Instantly teleports user,,,,Magical transportation,Turn on the spot,,,,,,,
Teapot to tortoise,,,,,,,,,,,master,,,Transforms a teapot into a tortoise,,,,Transfiguration,,Orange,,,,,,
Disillusionment Charm,,,,,,,,,,,master,,,Disguised target as surroundings,,,,Charm,,White,,,,,,
Teleportation spell,,,,,,,,,,,master,,,Made objects teleport elsewhere,,,,Magical transportation,Wave wand,,,,,,,
Vacuum cleaner spell,,,,,,,,,,,master,,,Cleans an object like a vacuum cleaner,,,,Charm,Move wand over object,,,,,,,
Vanishing Spell,,,,,,,,,,,master,Evanesco(ev-an-ES-ko),,Made objects vanish,,,,Transfiguration,,,,,,,,
Ventus Duo,,,,,,,,,,,master,Ventus Duo,,Creates a stronger jet of wind compared to Ventus,,,,Charm,,,,,,,,
Locking Spell,,,,,,,,,,,master,Colloportus(cull-low-PORE-tus),,Locks doors,,,,Charm,,,,,,,,
Flagrante Curse,,,,,,,,,,,master,Flagrante(flah-GRAHN-tay),,Causes objects to burn on contact,,,,Curse,,,,,,,,
Wand-Extinguishing Charm,,,,,,,,,,,master,Nox(NOKSS),,Extinguished the Wand-Lighting Charm,,,,Charm,,,,,,,,
Levitation Charm,,,,,,,,,,,master,Wingardium Leviosa(wing-GAR-dee-um leh-vee-OH-sa),,Made objects levitate,,,,Charm,,,,,,,,
Washing up spell,,,,,,,,,,,master,,,Cleans dishes,,,,Charm,Casual flick of wand,,,,,,,
White sparks,,,,,,,,,,,master,,,Jet of white sparks,,,,Charm,,White,,,,,,
Leek jinx,,,,,,,,,,,master,,,Leeks sprout from ears,,,,Jinx,,Yellow,,,,,,
Alihotsy Draught,,,,,,,,,,,master,,,Uncontrollable laughter,Blue fumes and colour,,,,,,,,Alihotsy,,,
Langlock,,,,,,,,,,,master,Langlock(LANG-lock),,Stuck tongue to roof of the mouth,,,,Jinx,,,,,,,,
Baneberry Potion,,,,,,,,,,,master,,,Poison,Blood red,,,,,,,,Baneberry,,,
Inn Charm,,,,,,,,,,,master,Tribuomnus,,Improved the quality of food,,,,Charm,,,,,,,,
Gouging Spell,,,,,,,,,,,master,Defodio(deh-FOH-dee-oh),,Carved through material,,,,Charm,,,,,,,,
Extension Charm,,,,,,,,,,,master,Capacious extremis(ca-PAY-shusex-TREEM-us),,Increases interior space of object,,,,Charm,,,,,,,,
Uninviting Charm,,,,,,,,,,,master,Unknown,,Univites an individual (possibly),,,,Charm,,,,,,,,
Trip Jinx,,,,,,,,,,,master,,,Tripped victim,,,,Jinx,,Red or purple,,,,,,
Alohomora Duo,,,,,,,,,,,master,Alohomora Duo,,Stronger variation of the Unlocking Charm,,,,Charm,,,,,,,,
Obscuro,,,,,,,,,,,master,Obscuro(ob-SKOO-roh),,Blindfolded target,,,,"Charm, Conjuration",,,,,,,,
Anti-Cheating Spell,,,,,,,,,,,master,,,Prevented cheating,,,,Charm,,Purple,,,,,,
Mutatio Skullus,,,,,,,,,,,master,Mutatio Skullus(myoo-TAY-toh SKUHL-us),,Mutated the skull (presumably),,,,Dark charm,,,,,,,,
Muffliato Charm,,,,,,,,,,,master,Muffliato(muff-LEE-ah-toe),,Conceals sound,,,,Charm,,,,,,,,
Terrifying Charm,,,,,,,,,,,master,Unknown,,Terrifies someone (possibly),,,,Charm,,,,,,,,
Altering Spell,,,,,,,,,,,master,,,Transformed the physical form or colour of objects,,,,Transfiguration,,White,,,,,,
Albus Dumbledore's forceful spell,,,,,,,,,,,master,,,Great force,,,,Spell,Flick wand,,,,,,,
Mending Charm,,,,,,,,,,,master,Reparo(reh-PAH-roh),,Fixed broken objects,,,,Charm,,,,,,,,
Mobilicorpus,,,,,,,,,,,master,Mobilicorpus(moh-bil-lee-COR-pus),,Moved bodies,,,,Charm,,,,,,,,
Age Line,,,,,,,,,,,master,,,Prevented people above or below a certain age from access to a target,,,,Charm,,Blue,,,,,,
Episkey,,,,,,,,,,,master,Episkey(eh-PIS-kee),,Heals minor injuries,,,,"Healing spell, Charm",,,,,,,,
Epoximise,,,,,,,,,,,master,Epoximise(ee-POX-i-mise),,Bonded two objects together,,,,Transfiguration,,,,,,,,
Eradication Spell,,,,,,,,,,,master,Deletrius(de-LEE-tree-us),,Disintegrated objects and images,,,,"Charm, Counter-charm",,,,,,,,
Meteolojinx recanto,,,,,,,,,,,master,Meteolojinx recanto(mee-tee-OH-loh-jinks reh-KAN-toh),,Caused weather effects caused by spells to cease,,,,Counter-charm,,,,,,,,
Boggart-Banishing Spell,,,,,,,,,,,master,Riddikulus(ri-di-KULL-lis),,Turned a Boggart into something amusing,,,,Charm,,,,,,,,
Twitchy-Ears Hex,,,,,,,,,,,spells,Unknown,Hex,Makes victim's ears twitch,,,,,,,,,,,,
Wee Willykins,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Pack,,,,,,,,,,,spells,Pack,Charm,Packs luggage,,,,,,,,,,,,
Orchideous,,,,,,,,,,,spells,Orchideous,Conjuration,Conjures flowers,,,,,,,,,,,,
Dre Head,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Dudley Dursley's gang,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Orbis Jinx,,,,,,,,,,,spells,Orbis,Jinx,Sucks the target into the ground,,,,,,,,,,,,
Egg Creature,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Obliteration Charm,,,,,,,,,,,spells,Unknown,Charm,Removes footprints,,,,,,,,,,,,
Nebulus,,,,,,,,,,,spells,Nebulus,Charm,Conjures fog,,,,,,,,,,,,
Evaan Mathew,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Dark Mark,,,,,,,,,,,spells,Morsmordre,Curse,Conjures Dark Mark,,,,,,,,,,,,
Partis Temporus,,,,,,,,,,,spells,Partis Temporus,Charm,Parts the target,,,,,,,,,,,,
Pepper breath hex,,,,,,,,,,,spells,Unknown,Hex,Inflicts fiery hot breath,,,,,,,,,,,,
Pus-squirting hex,,,,,,,,,,,spells,Unknown,Hex,Causes yellowish goo to squirt from one's nose,,,,,,,,,,,,
Protean Charm,,,,,,,,,,,spells,Unknown,Charm,Links objects,,,,,,,,,,,,
Reverse Spell,,,,,,,,,,,spells,Prior Incantato,Charm,Shows the previous spells cast by a wand,,,,,,,,,,,,
Portus,,,,,,,,,,,spells,Portus,Charm,Turns object into Portkey,,,,,,,,,,,,
Piertotum Locomotor,,,,,,,,,,,spells,Piertotum Locomotor,Charm,Animates target,,,,,,,,,,,,
Daniel Defoe,,['Author'],,,,,,,,,master,,,,,[],[],,,,,,,,,
Permanent Sticking Charm,,,,,,,,,,,spells,Unknown,Charm,Sticks object permanently in place,,,,,,,,,,,,
Ministry of Magic Fog,,,,,,,,,,,spells,Unknown,Patented Charm,Produces special fog (for concealment of certain locations),,,,,,,,,,,,
Fenrir Greyback's Snatcher gang,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Horn tongue hex,,,,,,,,,,,spells,Unknown,Hex,Transforms target's tongue into a horn,,,,,,,,,,,,
Meteolojinx Recanto,,,,,,,,,,,spells,Meteolojinx Recanto,Counter-charm,Causes weather effects caused by incantations to cease,,,,,,,,,,,,
Instant Scalping Hex,,,,,,,,,,,spells,Unknown,Hex,Instantly scalps hair,,,,,,,,,,,,
Heady,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Imperturbable Charm,,,,,,,,,,,spells,Unknown,Charm,Invisible barrier,,,,,,,,,,,,
Henry Willis,,['Organ builder'],,,,,,,,,master,,,,,"[""'Father' Willis""]",[],,,,,,,,,
Hiromi Hara,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Hot-Air Charm,,,,,,,,,,,spells,Unknown,Charm,Jet of hot air,,,,,,,,,,,,
Horcrux-making spell,,,,,,,,,,,spells,Unknown,Dark Arts,Prepared a receptacle to become a Horcrux,,,,,,,,,,,,
Infant Demonic,,['Circus performer'],,,,,,,,,master,,,,,[],[],,,,,,,,,
Grisema Quoia,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Intruder Charm,,,,,,,,,,,spells,Unknown,Charm,Detects intruders and sounds an alarm,,,,,,,,,,,,
Melofors Jinx,,,,,,,,,,,spells,Melofors,"Conjuration, Jinx",Encases head in pumpkin,,,,,,,,,,,,
Lumos Solem Spell,,,,,,,,,,,spells,Lumos Solem,Charm,Produces sunlight,,,,,,,,,,,,
Floella Foss,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Flyte,,['Broom-maker'],,,,,,,,,master,,,,,[],[],,,,,,,,,
Fractcumulus,,['Employee of Gringotts Wizarding Bank'],,,,,,,,,master,,,,,[],[],,,,,,,,,
Wand-Lighting Charm Duo,,,,,,,,,,,spells,Lumos Duo,Charm,Focused beam of light,,,,,,,,,,,,
Wand-Lighting Charm,,,,,,,,,,,spells,Lumos,Charm,Illuminates the wand tip,,,,,,,,,,,,
Jelly-Brain Jinx,,,,,,,,,,,spells,Unknown,Jinx,Dulls mental abilities,,,,,,,,,,,,
Levicorpus,,,,,,,,,,,spells,Levicorpus,Jinx,Suspends people by the ankles,,,,,,,,,,,,
Ghost carollers,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Knee-reversal hex,,,,,,,,,,,spells,Unknown,Hex,Puts knees on backward,,,,,,,,,,,,
Jelly-Fingers Curse,,,,,,,,,,,spells,Unknown,Curse,Fingers become wobbly,,,,,,,,,,,,
1992 Gryffindor vs Slytherin Quidditch match spectators,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
1996 Gryffindor Quidditch Keeper trials spectators,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Transmogrifian Torture,,,,,,,,,,,spells,Unknown,Curse,"Tortures, possibly by transfiguring the target to death",,,,,,,,,,,,
Toenail-growing hex,,,,,,,,,,,spells,Unknown,Hex,Causes its victim's toenails to grow alarmingly fast,,,,,,,,,,,,
Unsupported flight,,,,,,,,,,,spells,Unknown,Spell,Allows a witch or wizard to fly unaided,,,,,,,,,,,,
Ventus Jinx,,,,,,,,,,,spells,Ventus,Jinx,Jet of spiralling wind,,,,,,,,,,,,
Vermiculus Jinx,,,,,,,,,,,spells,Vermiculus,Jinx,Turns things into worms,,,,,,,,,,,,
Waddiwasi,,,,,,,,,,,spells,Waddiwasi,Jinx,Propels wad at the target,,,,,,,,,,,,
Fire Protection Potion,,,,,,,,,,,potions,,,Protects drinker from fire,Purple or Black,,,,,,,,"Bursting mushrooms, Salamander blood, Wartcap powder",,,
Tergeo,,,,,,,,,,,spells,Tergeo,Charm,Cleans up objects,,,,,,,,,,,,
Rose Growth,,,,,,,,,,,spells,Unknown,"Charm, Transfiguration",Accelerates the growth of a rosebush,,,,,,,,,,,,
Sectumsempra,,,,,,,,,,,spells,Sectumsempra,Curse,Lacerates target,,,,,,,,,,,,
Sea urchin jinx,,,,,,,,,,,spells,Unknown,Transfiguration jinx,Makes tiny spikes erupt all over the victim,,,,,,,,,,,,
Sealant Charm,,,,,,,,,,,spells,Unknown,Charm,Seals envelopes,,,,,,,,,,,,
Minerva McGonagall's fire-creating spell,,,,,,,,,,,spells,Unknown,Spell,Creates fire,,,,,,,,,,,,
Sauce-making spell,,,,,,,,,,,spells,Unknown,Conjuration,Conjures sauce,,,,,,,,,,,,
Sardine hex,,,,,,,,,,,spells,Unknown,Hex,Victim sneezes sardines,,,,,,,,,,,,
Britannia,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Smashing spell,,,,,,,,,,,spells,Unknown,Curse,Explosive,,,,,,,,,,,,
Brothers Grimm,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Cadium Featherstone,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Teeth-straightening spell,,,,,,,,,,,spells,Unknown,Charm,Straightens teeth,,,,,,,,,,,,
Tail-growing hex,,,,,,,,,,,spells,Unknown,Hex,Gives the victim a tail,,,,,,,,,,,,
Taboo,,,,,,,,,,,spells,Unknown,Curse,"When a word is spoken, the caster is alerted and protective enchantments around the speaker are weakened.",,,,,,,,,,,,
Surgito,,,,,,,,,,,spells,Surgito,Counter-charm,Removes enchantments,,,,,,,,,,,,
Supersensory Charm,,,,,,,,,,,spells,Unknown,Charm,Superior perception,,,,,,,,,,,,
Stretching Jinx,,,,,,,,,,,spells,Unknown,Jinx,Expands the target,,,,,,,,,,,,
Steleus,,,,,,,,,,,spells,Steleus,Hex,Causes target to sneeze,,,,,,,,,,,,
Stealth Sensoring Spell,,,,,,,,,,,spells,Unknown,Spell,Detects those under magicaldisguise.,,,,,,,,,,,,
Squiggle Quill,,,,,,,,,,,spells,Unknown,Transfiguration,Transfigures writing quills into worms,,,,,,,,,,,,
Sponge-Knees Curse,,,,,,,,,,,spells,Unknown,Curse,Causes the target's legs to become spongy,,,,,,,,,,,,
Slippery Jinx,,,,,,,,,,,spells,Unknown,Jinx,Makes object slippery,,,,,,,,,,,,
Horton-Keitch Braking Charm,,,,,,,,,,,spells,Unknown,Charm,Allow broomsticks to brake more easily,,,,,,,,,,,,
Cheering Charm,,,,,,,,,,,spells,Unknown,Charm,Creates joy,,,,,,,,,,,,
Ismelda Murk's friends,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Pansy Parkinson's gang,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Peacock,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Cistem Aperio,,,,,,,,,,,spells,Cistem Aperio,Charm,Opens chests,,,,,,,,,,,,
Bravery Charm,,,,,,,,,,,spells,Unknown,Charm,Enhances teammates against foes,,,,,,,,,,,,
Caterwauling Charm,,,,,,,,,,,spells,Unknown,Charm,Sets off a high-pitched shriek if entered,,,,,,,,,,,,
Seize and Pull Charm,,,,,,,,,,,spells,Carpe Retractum,Charm,"Pull caster towards object, Pull object towards caster",,,,,,,,,,,,
Cantis,,,,,,,,,,,spells,Cantis,Jinx,Makes target sing,,,,,,,,,,,,
Bubble-producing spell,,,,,,,,,,,spells,Unknown,Conjuration,Creates a stream of non-bursting bubbles,,,,,,,,,,,,
Bubble-Head Charm,,,,,,,,,,,spells,Unknown,Charm,Creates bubble protecting the head,,,,,,,,,,,,
Broom jinx,,,,,,,,,,,spells,Unknown,Jinx,Makes a broomstick attempt to buck its rider off,,,,,,,,,,,,
Cornflake skin spell,,,,,,,,,,,spells,Unknown,Dark charm,Makes skin appear like cornflakes,,,,,,,,,,,,
Cracker Jinx,,,,,,,,,,,spells,Unknown,Jinx,Conjures exploding Wizard Crackers,,,,,,,,,,,,
Cribbing Spell,,,,,,,,,,,spells,Unknown,Spell,Assists the caster in cheating on written papers.,,,,,,,,,,,,
Ear-shrivelling Curse,,,,,,,,,,,spells,Unknown,Curse,Causes ears to wither,,,,,,,,,,,,
Ducklifors Jinx,,,,,,,,,,,spells,Ducklifors,"Transfiguration, Jinx",Turns organisms to ducks,,,,,,,,,,,,
Drought Charm,,,,,,,,,,,spells,Unknown,Charm,Dries up small bodies of water,,,,,,,,,,,,
Dissendium,,,,,,,,,,,spells,Dissendium,Charm,Reveals secret passages,,,,,,,,,,,,
Deterioration Hex,,,,,,,,,,,spells,Unknown,Hex,Impairs foes,,,,,,,,,,,,
Descendo,,,,,,,,,,,spells,Descendo,Charm,Lowers target,,,,,,,,,,,,
Ned,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Deprimo,,,,,,,,,,,spells,Deprimo,Charm,Blasts holes in ground,,,,,,,,,,,,
Nimbostratus,,['Employee of Gringotts Wizarding Bank'],,,,,,,,,master,,,,,[],[],,,,,,,,,
Portrait of Five Wizards,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Insect Jinx,,,,,,,,,,,spells,Entomorphis,Transfiguration Jinx,Turns into insect,,,,,,,,,,,,
The Marauders,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Hex that grows antlers on the head,,,,,,,,,,,spells,Anteoculatia,Hex,Grows antlers on head,,,,,,,,,,,,
Healing Spell,,,,,,,,,,,spells,Anapneo,"Healing spell, Vanishment",Clears airway,,,,,,,,,,,,
Albus Dumbledore's Forceful Spell,,,,,,,,,,,spells,Unknown,Spell,Great Force,,,,,,,,,,,,
Launch an object up into the air,,,,,,,,,,,spells,Alarte Ascendare,Charm,Rockets target upward,,,,,,,,,,,,
Shrunken heads in the Three Broomsticks Inn,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Tiny Trotters,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Quentin Sparkle,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified acolytes,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Ballycastle Bats Chaser,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Beauxbatons students,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Durmstrang students,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Hogwarts employees,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Hogwarts Healers,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Hogwarts students at the Battle of Hogwarts,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified MACUSA Aurors,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Wandless,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Warlock's family,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Anti-Disapparition Jinx,,,,,,,,,,,spells,Unknown,Jinx,Prevents Disapparition within a certain area,,,,,,,,,,,,
Anti-intruder jinx,,,,,,,,,,,spells,Unknown,Jinx,Repels intruders,,,,,,,,,,,,
Exploding Charm 2,,,,,,,,,,,spells,Bombarda Maxima,Charm,Powerful explosion,,,,,,,,,,,,
Exploding Charm,,,,,,,,,,,spells,Bombarda,Charm,Small explosion,,,,,,,,,,,,
Blue sparks,,,,,,,,,,,spells,Unknown,Charm,Jet of blue sparks,,,,,,,,,,,,
Bewitched Snowballs,,,,,,,,,,,spells,Unknown,Charm,Charms snowballs to follow and harass a designated target,,,,,,,,,,,,
Bedazzling Hex,,,,,,,,,,,spells,Unknown,Hex,Disguises things,,,,,,,,,,,,
Bat-Bogey Hex,,,,,,,,,,,spells,Unknown,Hex,Transforms target's bogeys into bats,,,,,,,,,,,,
Badgering,,,,,,,,,,,spells,Unknown,Transfiguration,Turns target human into a badger,,,,,,,,,,,,
Rodney Rohesia,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Ascendio,,,,,,,,,,,spells,Ascendio,Charm,Lifts caster,,,,,,,,,,,,
Rosalind Ness,,[],,,,,,,,,master,,,,,[],[],,,,,,,,,
Spider repelling spell,,,,,,,,,,,spells,Arania Exumai,Spell,Repels spiders,,,,,,,,,,,,
