name,gender,job,house,wand,patronus,species,blood_status,hair_colour,eye_colour,loyalty,skills,birth,death,known_ingredients,effect,characteristics,difficulty_level,incantation,type,light,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,category,creator,hand,difficulty,inventors,ingredients,manufacturers,side_effects,time
Unidentified Snatcher,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-female-snatcher-during-the-battle-of-hogwarts,[],,,In or before 1980,"2 May, 1998",Dark,[],Blonde,,['Snatcher'],,,[],Light,[],[],,,,,,,,,,
Unidentified Snatcher,Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-snatcher,[],,,,,,[],,,['Snatcher'],,,[],,[],[],,,,,,,,,,
Unidentified Snatcher,Male,,,,,Human,Pure-blood or half-Blood,,,,,,,,,,,,,,unidentified-male-snatcher-at-diagon-alley,[],,,,2 May 1998,,[],Reddish,,['Snatcher'],,,[],Light,[],[],,,,,,,,,,
Unidentified Snatcher (II),Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-snatcher-ii,[],,,,,,[],,,['Snatcher'],,,[],,[],[],,,,,,,,,,
Unidentified Snatcher (III),Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-snatcher-iii,[],,,,,,[],,,['Snatcher'],,,[],,[],[],,,,,,,,,,
Unidentified Snatcher (IV),Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-snatcher-iv,[],,,,,,[],,,['Snatcher'],,,[],,[],[],,,,,,,,,,
Unidentified Snatchers in Diagon Alley,Males,,,,,Humans,Pure-bloods or Half-bloods,,,,,,,,,,,,,,unidentified-snatchers-in-diagon-alley,[],,,Before 1997,"2 May, 1998 (most likely)",Various,[],Various,,['Snatchers'],,,[],Light,[],[],,,,,,,,,,
Unidentified soap actress,Female,,,,,Human,Muggle,,,,,,,,,,,,,,unidentified-soap-actress,[],,,,,,[],Blonde,,['Actress'],,British,[],Pale,[],[],,,,,,,,,,
Unidentified son,Male,,,,,Human,No-Maj,,,,,,,,,,,,,,unidentified-son,[],,,Pre-1926,,,"['Father', 'Mother', 'Sister', 'Grandfather', 'Grandmother']",,,[],,American,[],,[],[],,,,,,,,,,
Unidentified soprano,Female,,,,,Veela,,,,,,,,,,,,,,,unidentified-soprano,[],,,Before 1927,,,[],,,['Soprano singer'],,,[],,[],[],,,,,,,,,,
Unidentified St Mungo's girl patient's father,Male,,,,,Human,,,,,,,,,,,,,,,winged-st-mungo-s-patient-s-father,[],,,,,,['Daughter'],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified St Mungo's patient,Male,,,,,Human,,,,,,,,,,,,,,,grubby-looking-st-mungo-s-patient,[],,,,,,[],,,[],,British,[],,['Warlock'],[],,,,,,,,,,
Unidentified St Mungo's patient,Female,,,,,Human,,,,,,,,,,,,,,,bitten-st-mungo-s-patient,[],,,,,,[],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified St Mungo's patient,Male,,,,,Human,Magical to unknown extent,,,,,,,,,,,,,,unidentified-st-mungo-s-patient,[],,,,,,['Brother'],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified St Mungo's patient's brother,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-st-mungo-s-patient-s-brother,[],,,,,,['Brother'],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified student,Female,,,,,,,,,,,,,,,,,,,,unidentified-female-hogwarts-student-who-helped-the-unidentified-female-hogwarts-teacher-xii,[],,,On or before 31 August 1986,,,[],Dark,,[],,British or Irish,[],Light brown,[],[],,,,,,,,,,
Unidentified student,Male,,,,,Human,,,,,,,,,,,,,,,hogwarts-student-that-blamed-harry-potter,[],,,31 August 1983 or earlier,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Unidentified student,Male,,Hufflepuff,,,Human,Pure-blood or Half-blood,,,,,,,,,,,,,,unidentified-hufflepuff-boy-who-carried-a-body-during-the-battle-of-hogwarts,[],,,between 1 September 1979 and 2 May 1981 (most likely),,,[],Black,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Unidentified student,Male,,Ravenclaw,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-ravenclaw-member-of-dumbledore-s-army-i,[],,,On or before 2 May 1981 (possibly),,,[],Brown,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Unidentified student,Male,,Ravenclaw,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-ravenclaw-member-of-dumbledore-s-army-ii,[],,,On or before 2 May 1981 (possibly),,,[],Black,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Unidentified Swooping Evil,,,,,,Swooping Evil,,,,,,,,,,,,,,,unidentified-swooping-evil,[],,,Before or during the 1980s,,Yellow,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified teacher at St. Grogory's Primary School,Female,,,,,Human,Muggle,,,,,,,,,,,,,,unidentified-teacher-at-st-grogory-s-primary-school,[],,,,,,[],,,['Teacher'],,,[],White,[],[],,,,,,,,,,
Unidentified ten-year-old,Male,,,,,Human,Muggle,,,,,,,,,,,,,,unidentified-ten-year-old,[],,,1985,,,[],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified third-year boy,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-third-year-boy,[],,,Between 1 September 1970 and 31 August 1971,,Brown,[],Black,,[],,British or Irish,[],Brown,[],"['Unknown length, wood and core']",,,,,,,,,,
Unidentified third-year Slytherin boy,Male,,Slytherin,,,Human,,,,,,,,,,,,,,,unidentified-third-year-slytherin-boy,[],,,Between 1 September 1974 and 31 August 1975,,,[],Brown,,[],,British or Irish,[],White,[],[],,,,,,,,,,
Unidentified three Aurors,Males,,,,,Humans,,,,,,,,,,,,,,,three-aurors-who-tried-to-arrest-rubeus-hagrid,[],,,,,,[],,,['Aurors'],,British or Irish,[],,[],[],,,,,,,,,,
Unidentified three successive Chief Warlocks of the Wizengamot,,,,,,Humans,,,,,,,,,,,,,,,unidentified-three-successive-chief-warlocks-of-the-wizengamot,[],,,,,,[],,,['Chief Warlocks of the Wizengamot'],,,[],,['Chief Warlocks'],"['Unknown lengths, Chestnut, Unicorn hair']",,,,,,,,,,
Unidentified TV weatherman,Male,,,,,Human,Muggle,,,,,,,,,,,,,,unidentified-tv-weatherman,[],,,,,,[],Black,,['Meteorologist'],,British,[],White,[],[],,,,,,,,,,
Unidentified two elderly Wizengamot witches,Female,,,,,Human,,,,,,,,,,,,,,,unidentified-two-elderly-wizengamot-witches,[],,,,,,[],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified Ukrainian Ironbelly,,,,,,Ukrainian Ironbelly,,,,,,,,,,,,,,,unidentified-ukrainian-ironbelly,[],,,Pre-1799,,,[],,,[],,,[],Grey,[],[],,,,,,,,,,
Unidentified Unspeakable,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-unspeakable,[],,,1994 or earlier,,,['Wife'],,,['Unspeakable'],Married,British,[],,[],[],,,,,,,,,,
Unidentified Unspeakable's wife,Female,,,,,Human,,,,,,,,,,,,,,,unidentified-unspeakable-s-wife,[],,,1994 or earlier,,,['Husband'],,,[],,,[],,[],[],,,,,,,,,,
Unidentified vampire,Female,,,,,"Human (Formerly), Vampire",,,,,,,,,,,,,,,unidentified-vampire,['Many names'],,,,,Dark,[],Platinum blonde,,[],,,[],Pale,[],[],,,,,,,,,,
Unidentified Wampanoag children,Males,,,,,Humans,,,,,,,,,,,,,,,unidentified-wampanoag-children,[],,,17th century,,,[],,,[],,Native American,[],,[],"['Unknown lengths, woods and cores']",,,,,,,,,,
Unidentified watchman,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-watchman,[],,,,,,[],,,['Watchman for The Blind Pig'],,American,[],,[],[],,,,,,,,,,
Unidentified Werewolf,Male,,,,,Human (werewolf),,,,,,,,,,,,,,,unidentified-werewolf,[],,,,,,[],,,[],,British,[],,[],[],,,,,,,,,,
Unidentified whispering wizard in Knockturn Alley,Male,,,,,Human,,,,,,,,,,,,,,,whispering-wizard,[],,,,,,[],Red,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified white-haired wizard during the Battle of Hogwarts,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-white-haired-wizard-during-the-battle-of-hogwarts,[],,,,,,[],White,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified winged horse,,,,,,Winged horse,,,,,,,,,,,,,,,unidentified-winged-horse,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified witch,Female,,,,,Human,,,,,,,,,,,,,,,woman-tended-by-bald-man,[],,,,,,[],Brown,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified witch saviour in Aranshire,Female,,,,,Human,,,,,,,,,,,,,,,unidentified-witch-saviour-in-aranshire,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified witch who tried to fool Alastor Moody on April Fools' Day,Female,,,,,Human,,,,,,,,,,,,,,,unidentified-witch-who-tried-to-fool-alastor-moody-on-april-fools-day,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified witness,Male,,,,,Human,Muggle,,,,,,,,,,,,,,unidentified-witness-i,[],,,,,,[],,,[],,American,[],,[],[],,,,,,,,,,
Unidentified witness (II),Male,,,,,Human,,,,,,,,,,,,,,,unidentified-witness-ii,[],,,Before 1990,,Black,['Mildred'],Brown,,['Barmen in Kent'],,English,[],Light,[],[],,,,,,,,,,
Unidentified wizard,Male,,Gryffindor,,,Human,,,,,,,,,,,,,,,gryffindor-boy-who-fetched-harry-potter,[],,,Between 1 September 1973 and 31 August 1980 (most likely),,Brown,[],Dark brown,,[],,British or Irish,[],Dark,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-man-in-a-grey-suit-during-the-battle-of-hogwarts,[],,,,,,[],Bald,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-hiding-wizard-during-the-battle-of-hogwarts,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-grey-haired-man-during-the-battle-of-hogwarts,[],,,,,,[],Grey,,[],,,[],White,[],"['Unknown length, wood and core']",,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-wizard-at-platform-nine-and-three-quarters-i,[],,,,,,['Children'],,,[],Married (most likely),,[],,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-wizard-at-platform-nine-and-three-quarters-ii,[],,,,,,['Children'],,,[],Married (possibly),,[],,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-wizard-at-platform-nine-and-three-quarters-iii,[],,,,,,['Children'],,,[],Married or widowed (most likely),,[],,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-ministry-wizard-i,[],,,,,,[],,,['Department of International Magical Co-operation employee'],,British,[],,[],[],,,,,,,,,,
Unidentified wizard,Male,,,,,Human,,,,,,,,,,,,,,,reading-visitor-in-the-three-broomsticks-inn,[],,,,,,[],Black,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified wizard killed at the Quad battlements,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-wizard-killed-at-the-quad-battlements,[],,,,"2 May 1998, The Quad battlements, Hogwarts Castle",,[],Black,,[],,,[],Pale,[],[],,,,,,,,,,
Unidentified wizards,,,,,,Humans,,,,,,,,,,,,,,,oliver-wood-s-friends,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified Wizards in the Hog's Head,Males,,,,,Humans,,,,,,,,,,,,,,,unidentified-wizards-in-the-hog-s-head,[],,,,,,[],,,[],,English,[],,[],[],,,,,,,,,,
Unidentified wizard who dropped an Erumpent horn,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-wizard-who-dropped-an-erumpent-horn,[],,,Before 1990,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified Wizengamot clerk,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-wizengamot-clerk,[],,,Before 1990,,,[],Brown,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Unidentified woman,Female,,,,,Human,,,,,,,,,,,,,,,woman-at-wedding-of-bill-and-fleur,[],,,,,Dark,[],Blonde,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified woman in a red dress during the Battle of Hogwarts,Female,,,,,Human,,,,,,,,,,,,,,,unidentified-woman-in-a-red-dress-during-the-battle-of-hogwarts,[],,,,,,[],Brown,,[],,,[],Light,[],[],,,,,,,,,,
Unidentified workman,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-workman,[],,,Before 1932,,,[],,,['Workman'],,American,[],,[],[],,,,,,,,,,
Unidentified yelling man,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-man-that-yelled-the-death-eaters-were-coming,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Unidentified young man,Male,,,,,Human,No-Maj,,,,,,,,,,,,,,unidentified-young-man,[],,,,,,[],,,[],,American,[],,[],[],,,,,,,,,,
Unidentified young wife,Female,,,,,Human,No-Maj,,,,,,,,,,,,,,unidentified-young-wife,[],,,,,,"['Husband', 'Son', 'Daughter', 'Father-in-law', 'Mother-in-law']",,,[],Married,American,[],,[],[],,,,,,,,,,
Unidentified young wizard,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-young-wizard,[],,,Middle Ages,,,[],,,[],,,['Unidentified princess (possibly)'],,[],[],,,,,,,,,,
Unidentified Zonko's Joke Shop assistant,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-zonko-s-joke-shop-assistant,[],,,,,Green,[],Dark brown,,[],,,[],Light,[],[],,,,,,,,,,
Unidentifield Hufflepuff girl (I),Female,,Hufflepuff,,,Human,,,,,,,,,,,,,,,unidentified-hufflepuff-member-of-dumbledore-s-army,[],,,Between 1 September 1979 and 31 August 1980,,Brown,[],Brown,,[],,British or Irish,[],White,[],[],,,,,,,,,,
Unidentifield Hufflepuff girl (V),Female,,Hufflepuff,,,Human,,,,,,,,,,,,,,,unidentified-hufflepuff-girl-v,[],,Snake (possibly),"between 1 September  1896 and 31 August 1897, likely",,,[],Blonde,,[],,British or Irish,[],White,[],[],,,,,,,,,,
Unnamed Kwidditch players,Males,,,,,Human,,,,,,,,,,,,,,,unnamed-kwidditch-players,[],,,c. 11th centuryEngland,,,[],,,[],,,[],,[],[],,,,,,,,,,
Urgruff the Unwary,Male,,,,,Goblin,,,,,,,,,,,,,,,urgruff-the-unwary,[],,,,Before 1990,,[],,,['Goldsmith'],,British,[],,[],[],,,,,,,,,,
Urg the Unclean,Male,,,,,Goblin,,,,,,,,,,,,,,,urg-the-unclean,[],,,c. 18th century,,,[],White,,['Goblin rebel leader'],,,[],Tan,[],[],,,,,,,,,,
Uric Oapley,Male,,Gryffindor,,,Human,,,,,,,,,,,,,,,uric-oapley,[],,,,Before 1991,,[],White,,['Head of Gryffindor House (? - before 1991)'],,British or Irish,[],Light,['Head of Gryffindor House'],[],,,,,,,,,,
Uric the Oddball,Male,,Ravenclaw,,,Human,,,,,,,,,,,,,,,uric-the-oddball,[],,,982 or later,Middle Ages,Blue,[],White,,[],,British or Irish,[],White,[],[],,,,,,,,,,
Urquhart,Male,,Slytherin,,,Human,,,,,,,,,,,,,,,urquhart,[],,,Between 1 September 1978 and 31 August 1984,,,['Elphinstone Urquart (possible relative)'],,,[],,British or Irish,[],,"['Quidditch Captain', 'Chaser']",[],,,,,,,,,,
Urquhart Rackharrow,Male,,,,,Human,,,,,,,,,,,,,,,urquhart-rackharrow,[],,,1612,1697 (aged 84–85),,[],,,['Healer'],,,[],,[],[],,,,,,,,,,
Ursula Black (née Flint),Female,,,,,Human,Pure-blood,,,,,,,,,,,,,,ursula-flint,[],,,Before 1877,Between 1889 and 1995,,"['Phineas Nigellus Black (husband) †', 'Sirius Black (II) (son) †', 'Phineas Black (son) †', 'Arcturus Black (II) (son) †', 'Belvina Burke (née Black) (daughter) †', 'Cygnus Black (II) (son) †', 'Sirius Black (I) (brother-in-law) †', 'Elladora Black (sister-in-law) †', 'Iola Hitchens (sister-in-law)', 'Bob Hitchens (brother-in-law by marriage)', 'Hesper Black (née Gamp) (daughter-in-', 'Lysandra Black (née Yaxley) (daughter-in-law)', 'Herbert Burke (son-in-law)', 'Violetta Black (née Bulstrode (daughter-in-law)', 'Arcturus Black (III) (grandson) †', 'Lycoris Black (granddaughter) †', 'Regulus Black (I) (grandson) †', 'Pollux Black (grandson) †', 'Cassiopeia Black (granddaughter) †', 'Callidora Longbottom (née Black) (granddaughter) †', 'Marius Black (grandson) †', 'Cedrella Weasley (née Black) (granddaughter) †', 'Charis Crouch (née Black) (granddaughter) †', 'Dorea Potter (née Black) (granddaughter) †', 'Two grandsons', 'Granddaughter', 'Josephina Flint (possible relative)', 'Marcus Flint (possible relative)', 'Flint family', 'House of Black (in-laws/descendants)']",,,[],Married or widowed,British,['Phineas Nigellus Black (husband) †'],,[],[],,,,,,,,,,
Ursula Penkridge,Female,,Slytherin,,,Human,,,,,,,,,,,,,,,ursula-penkridge,[],,,31 August 1982 or earlier,,Brown,[],Blonde,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Vaisey,Male,,Slytherin,,,Human,,,,,,,,,,,,,,,vaisey,[],,,31 August 1984 or earlier,,,[],,,[],,British or Irish,[],,['Chaser'],[],,,,,,,,,,
Valentina Vázquez,Female,,,,,Human,,,,,,,,,,,,,,,valentina-vazquez,[],,,"Before 1997 (most likely), Argentina",,,[],,,['President of the Argentinian Council of Magic'],,Argentinian,[],,['President'],[],,,,,,,,,,
Valeria Myriadd,Female,,Gryffindor,,,Human,,,,,,,,,,,,,,,valeria-myriadd,[],,,In or prior to 1952,Prior to 1991,,[],Black,,['Head of Gryffindor House'],,British or Irish,[],White,"['Professor', 'Head of Gryffindor House']",[],,,,,,,,,,
Valmai Morgan,Female,,,,,Human,,,,,,,,,,,,,,,valmai-morgan,[],,,1982 or earlier,,,"['Elsie Morgan (possible relative)', 'Iona Morgan (possible relative)', 'Gwendolyn Morgan (possible relative)', 'Morgan family']",,,['Chaser for the Holyhead Harpies'],,,[],,['Chaser'],[],,,,,,,,,,
Vampire in Minsk,,,,,,Vampire,,,,,,,,,,,,,,,vampire-in-minsk,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Van Winkle,Male,,,,,Human,"Pure-blood, Half-blood, Muggle-born or Muggle",,,,,,,,,,,,,,van-winkle,[],,,,,,[],,,[],,British or Irish (possibly),[],,[],[],,,,,,,,,,
Vargot,Male,,,,,Goblin or house-elf,,,,,,,,,,,,,,,vargot,[],,,,1762,,[],,,['Rebel activist (possibly)'],,,[],,[],[],,,,,,,,,,
Vasco Santini,Male,,,,,Human,,,,,,,,,,,,,,,vasco-santini,[],,,Before 1977,,Brown,[],Black,,['Beater for the Spanish National Quidditch team'],,Spanish,[],White (Tanned),['Beater'],[],,,,,,,,,,
Vasil Stena,Male,,,,,Human,Pure-blood,,,,,,,,,,,,,,vasil-stena,[],,,20th century,,,[],Blonde,,[],,,[],Fair,['Keeper'],[],,,,,,,,,,
Vasily Dimitrov,Male,,,,,Human,,,,,,,,,,,,,,,vasily-dimitrov,[],,,"Before 1977, Bulgaria (possibly)",,Green,[],Brown,,['Chaser and Captain for the Bulgarian National Quidditch team (formerly)'],,Bulgarian,[],White,"['Chaser', 'Quidditch Captain']",[],,,,,,,,,,
Vaults Guardian,,,,,,Giant Fire Crab,,,,,,,,,,,,,,,vaults-guardian,[],,,Before 1992,,Yellow,[],,,[],,,[],Grey,[],[],,,,,,,,,,
Vega's parents,"Female, male",,,,,Humans,,,,,,,,,,,,,,,vega-s-parents,[],,,,,,['Vega (child)'],,,[],Married,,[],,[],[],,,,,,,,,,
Vekey,,,,,,House-elf,,,,,,,,,,,,,,,vekey,[],,,,,,[],,,['Hogwarts kitchens worker'],,British,[],Light,[],[],,,,,,,,,,
Venusia Crickerly,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,venusia-crickerly,[],,,Pre-1886,1912,,[],,,"['Auror (pre-1903)', 'British Minister for Magic (1903–1912)']",,British,[],,['Minister for Magic'],[],,,,,,,,,,
Verinha Matuck,Female,,,,,Human,,,,,,,,,,,,,,,verinha-matuck,[],,,,,,[],,,['Writer for Le Cri de la Gargouille'],,French,[],,[],[],,,,,,,,,,
Verity,Female,,,,,Human,,,,,,,,,,,,,,,verity,[],,,In or prior to 1979,,,[],Blonde,,"[""Shop assistant at Weasleys' Wizard Wheezes""]",,British,[],White,[],[],,,,,,,,,,
Vernon Dursley,Male,,,,,Human,Muggle,,,,,,,,,,,,,,vernon-dursley,[],,,In or before 1961,,,"['Mother', 'Marjorie Dursley (older sister)', 'Petunia Dursley (née Evans) (wife) †', 'Dudley Dursley (son)', 'Father-in-law †', 'Mother-in-law †', 'Lily Potter (I) (née Evans) (sister-in-law) †', 'James Potter (I) (brother-in-law by marriage) †', 'Harry Potter (nephew by marriage)', 'Two grandchildren', 'Dursley family', 'Evans family (in-laws)']",Black,,['Director at Grunnings'],Widowed,English,['Petunia Dursley (wife) †'],,[],[],,,,,,,,,,
Vernon Dursley's secretary,Female,,,,,Human,Muggle,,,,,,,,,,,,,,vernon-dursley-s-secretary,[],,,,,,[],,,['Secretary of Vernon Dursley at Grunnings'],,British,[],,[],[],,,,,,,,,,
Veronica Heap,Female,,,,,,,,,,,,,,,,,,,,veronica-heap,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Veronica Smethley,Female,,,,,Human,,,,,,,,,,,,,,,veronica-smethley,[],,,,,,[],,,[],,British,[],,[],[],,,,,,,,,,
Veronica Vexmoor,Female,,,,,Human,,,,,,,,,,,,,,,veronica-vexmoor,[],,,,,,"['Cordelia Vexmoor (older sister)', 'Vexmoor family']",Brown,,[],,,[],,[],[],,,,,,,,,,
Verucca Buckthorn-Snyde,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,verucca-buckthorn-snyde,"['Director', 'Reginald Cattermole (disguised)', 'Amos Diggory (disguised)', 'Nymphadora Tonks (disguised)', 'Wilkie Twycross (disguised)']",,,,,Variable (biologically brown),"['Brother-in-law', 'Sister', 'Merula Snyde (niece)', 'Snyde family', 'Buckthorn family (in-laws)']",Variable (biologically white streaked with amber),,[],Married,,[],Variable (biologically pale),['Madam'],"['Unknown length, wood and core']",,,,,,,,,,
V. Hahn,,,,,,Human,Muggle,,,,,,,,,,,,,,v-hahn,[],,,,,,[],,,['Antiques dealer'],,,[],,[],[],,,,,,,,,,
Vibes Twins,Females,,,,,Humans,,,,,,,,,,,,,,,vibes-twins,[],,,Before 1993,,,[],,,['Musicians'],,,[],,[],[],,,,,,,,,,
Vicência Santos,Female,,,,,Human,,,,,,,,,,,,,,,vicencia-santos,[],,,Before 1932,,,"['Rafael Santos (possibly)', 'Santos family']",,,"['Brazilian Minister for Magic', 'Supreme Mugwump of the International Confederation of Wizards (1932-?)']",,Brazilian,[],,"['Minister for Magic', 'Supreme Mugwump']","['Unknown length, wood and core']",,,,,,,,,,
Vic Groundswell,Male,,,,,Human,,,,,,,,,,,,,,,vic-groundswell,[],,,Between 1 September 1990 and 31 August 1997,,Brown,[],Black,,[],,British or Irish,[],Dark,[],[],,,,,,,,,,
Vicky Bishopper,Female,,Slytherin,,,Human,,,,,,,,,,,,,,,vicky-bishopper,[],,,Between 1 September 1713 and 31 August 1716,,,[],,,[],,British or Irish,[],,['Quidditch Captain'],[],,,,,,,,,,
Vicky Frobisher,Female,,Gryffindor,,,Human,,,,,,,,,,,,,,,vicky-frobisher,[],,,Before 31 August 1984,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Victoire Weasley,Female,,,,,Part-human/one-eighth-Veela,Half-breed (one-eighth Veela),,,,,,,,,,,,,,victoire-weasley,[],,,"2 May, between 2000 and 2002",,,"['William Weasley (father)', 'Fleur Weasley (née Delacour) (mother)', 'Dominique Weasley (younger sister)', 'Louis Weasley (younger brother)', 'Arthur Weasley (paternal grandfather)', 'Molly Weasley (née Prewett) (paternal grandmother)', 'Maternal grandfather', 'Apolline Delacour (maternal grandmother)', 'Charles Weasley (paternal uncle)', 'Percy Weasley (paternal uncle)', 'Fred Weasley (paternal uncle) †', 'George Weasley (paternal uncle)', 'Ronald Weasley (paternal uncle)', 'Ginevra Potter (née Weasley) (paternal aunt)', 'Gabrielle Delacour (maternal aunt)', 'Audrey Weasley (paternal aunt by marriage)', 'Angelina Weasley (née Johnson) (paternal aunt by marriage)', 'Hermione Granger (paternal aunt by marriage)', 'Harry Potter (paternal uncle by marriage)', 'Padma Patil (paternal aunt by marriage in alternate timeline)', 'Molly Weasley (II) (paternal first cousin)', 'Lucy Weasley (paternal first cousin)', 'Fred Weasley (II) (paternal first cousin)', 'Roxanne Weasley (paternal first cousin)', 'Rose Granger-Weasley (paternal first cousin)', 'Hugo Granger-Weasley (paternal first cousin)', 'James Potter (II) (paternal first cousin)', 'Albus Potter (paternal first cousin)', 'Lily Potter (II) (paternal first cousin)', 'Panju Weasley (paternal first cousin in alternate timeline)', 'Matilda Weasley (possible relative)', 'G. Weasley (possible relative)', 'Garreth Weasley (possible relative)', 'Possible relative', 'Possible relatives', 'Hector Weasley (possible relative)', 'Weasley family (paternal family)', 'Delacour family (maternal family)']",Blonde,,[],,British or Irish,['Edward Lupin (boyfriend)'],,[],[],,,,,,,,,,
